Topic,ID,Title,Difficulty,LeetCode,GFG,Video
Binary Tree,bt-20,Step-By-Step Directions From One Tree Node to Another,Medium,https://leetcode.com/problems/step-by-step-directions-from-a-binary-tree-node-to-another/description/,,https://youtu.be/JegJNGcwtFg?si=_nrCeCN9QCNIv_YJ
Binary Tree,bt-21,Print Alternate Nodes from All Levels,Medium,,https://www.geeksforgeeks.org/print-alternate-nodes-from-all-levels-of-a-binary-tree/,https://youtu.be/yXbkd0MJZfw?si=M4OgeOWt04Sn6fLK
Binary Tree,bt-22,Lowest Common Ancestor,Medium,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree/description/,,https://youtu.be/gs2LMfuOR9k?si=nCxx_nLIGIbSpNWc
Binary Tree,bt-23,Construct Tree from Inorder and Preorder,Medium,https://leetcode.com/problems/construct-binary-tree-from-preorder-and-inorder-traversal/description/,,https://youtu.be/ihj4IQGZ2zc?si=cxXlrPbdpvru5CZB
Binary Tree,bt-24,Implement Trie (Prefix Tree),Medium,https://leetcode.com/problems/implement-trie-prefix-tree/description,,
Binary Tree,bt-25,Find Duplicate Subtrees,Medium,https://leetcode.com/problems/find-duplicate-subtrees/description/,,https://youtu.be/kn0Z5_qPPzY?si=teGSHVi3VI85j6Mc
Binary Tree,bt-26,Flatten Binary Tree to Linked List,Medium,https://leetcode.com/problems/flatten-binary-tree-to-linked-list/description/,,https://youtu.be/rKnD7rLT0lI?si=wxw1VMknRMFAiL-c
Binary Tree,bt-27,Check Completeness of a Binary Tree,Medium,https://leetcode.com/problems/check-completeness-of-a-binary-tree/description/,,https://youtu.be/olbiZ-EOSig?si=4eiCpm8q1iz5-GLh
Binary Tree,bt-28,Largest Subtree Sum,Hard,,https://www.geeksforgeeks.org/dsa/find-largest-subtree-sum-tree/,https://youtu.be/7opoOv7SVko?si=-ci49AFoLHynedsD
Binary Tree,bt-29,Boundary Traversal of Binary Tree,Hard,,https://www.geeksforgeeks.org/dsa/boundary-traversal-of-binary-tree/,https://youtu.be/0ca1nvR0be4?si=wCgvIAWq969wVYmj
Binary Tree,bt-30,Binary Tree Maximum Path Sum,Hard,https://leetcode.com/problems/binary-tree-maximum-path-sum/description/,,https://youtu.be/Hr5cWUld4vU?si=0PdTNsxCCa91SJ85
Binary Search Trees,bst-1,Search in a Binary Search Tree,Easy,https://leetcode.com/problems/search-in-a-binary-search-tree/,,https://www.youtube.com/watch?v=KcNt6v_56cc
Binary Search Trees,bst-2,Range Sum of BST,Easy,https://leetcode.com/problems/range-sum-of-bst/,,https://www.youtube.com/watch?v=SuGq2s_FBHo
Binary Search Trees,bst-3,Minimum Absolute Difference in BST,Easy,https://leetcode.com/problems/minimum-absolute-difference-in-bst/,,https://www.youtube.com/watch?v=joxx4hTYwcw
Binary Search Trees,bst-4,Convert Sorted Array to Binary Search Tree,Easy,https://leetcode.com/problems/convert-sorted-array-to-binary-search-tree/,,https://www.youtube.com/watch?v=0K0uCMYq5ng
Binary Search Trees,bst-5,Two Sum IV - Input is a BST,Easy,https://leetcode.com/problems/two-sum-iv-input-is-a-bst/,,https://www.youtube.com/watch?v=ssL3sHwPeb4
Binary Search Trees,bst-6,Insert into a Binary Search Tree,Medium,https://leetcode.com/problems/insert-into-a-binary-search-tree/,,https://www.youtube.com/watch?v=FiFiNvM29ps
Binary Search Trees,bst-7,Validate Binary Search Tree,Medium,https://leetcode.com/problems/validate-binary-search-tree/,,https://www.youtube.com/watch?v=s6ATEkipzow
Binary Search Trees,bst-8,Lowest Common Ancestor of a BST,Medium,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-search-tree/,,https://www.youtube.com/watch?v=gs2LMfuOR9k
Binary Search Trees,bst-9,Kth Smallest Element in a BST,Medium,https://leetcode.com/problems/kth-smallest-element-in-a-bst/,,https://www.youtube.com/watch?v=C6r1fDKAW_o
Binary Search Trees,bst-10,Delete Node in a BST,Medium,https://leetcode.com/problems/delete-node-in-a-bst/,,https://www.youtube.com/watch?v=kouxiP_H5WE
Binary Search Trees,bst-11,Binary Search Tree Iterator,Medium,https://leetcode.com/problems/binary-search-tree-iterator/,,https://www.youtube.com/watch?v=RXy5RzGF5wo
Binary Search Trees,bst-12,Convert BST to Greater Tree,Medium,https://leetcode.com/problems/convert-bst-to-greater-tree/,,https://www.youtube.com/watch?v=7vVEJwVvAlI
Binary Search Trees,bst-13,Inorder Successor / Predecessor in BST,Medium,,https://www.geeksforgeeks.org/problems/predecessor-and-successor/1,https://www.youtube.com/watch?v=SXKAD2svfmI
Binary Search Trees,bst-14,Trim a Binary Search Tree,Medium,https://leetcode.com/problems/trim-a-binary-search-tree/,,https://www.youtube.com/watch?v=jwt5mTjEXGc
Binary Search Trees,bst-15,Recover Binary Search Tree,Medium,https://leetcode.com/problems/recover-binary-search-tree/,,https://www.youtube.com/watch?v=ZWGW7FminDM
Binary Search Trees,bst-16,All Elements in Two Binary Search Trees,Medium,https://leetcode.com/problems/all-elements-in-two-binary-search-trees/,,https://www.youtube.com/watch?v=A3_xMeT_VjY
Binary Search Trees,bst-17,Balance a Binary Search Tree,Medium,https://leetcode.com/problems/balance-a-binary-search-tree/,,https://youtube.com/playlist?list=PLgUwDviBIf0q8Hkd7bK2Bpryj2xVJk8Vk
Binary Search Trees,bst-18,Construct BST from Preorder Traversal,Medium,https://leetcode.com/problems/construct-binary-search-tree-from-preorder-traversal/,,https://www.youtube.com/watch?v=UmJT3j26t1I
Binary Search Trees,bst-19,Serialize and Deserialize BST,Medium,https://leetcode.com/problems/serialize-and-deserialize-bst/,,https://www.youtube.com/watch?v=u4JAi2JJhI8
Binary Search Trees,bst-20,Largest BST Subtree,Medium,,https://www.geeksforgeeks.org/problems/largest-bst/1,https://www.youtube.com/watch?v=X0oXMdtUDwo
Binary Search Trees,bst-21,Maximum Sum BST in Binary Tree,Hard,https://leetcode.com/problems/maximum-sum-bst-in-binary-tree/,,https://www.youtube.com/watch?v=Zz7R9I9j2kI
Greedy Algorithms,grd-1,Assign Cookies,Easy,https://leetcode.com/problems/assign-cookies/,,https://www.youtube.com/watch?v=DIX2p7vb9co
Greedy Algorithms,grd-2,Lemonade Change,Easy,https://leetcode.com/problems/lemonade-change/,,https://www.youtube.com/watch?v=n_tmibEhO6Q
Greedy Algorithms,grd-3,Maximum Units on a Truck,Easy,https://leetcode.com/problems/maximum-units-on-a-truck/,,https://www.youtube.com/watch?v=RkBHYAoZaeg
Greedy Algorithms,grd-4,Buy Two Chocolates,Easy,https://leetcode.com/problems/buy-two-chocolates/,,https://www.youtube.com/watch?v=ueaSIxBI1RQ
Greedy Algorithms,grd-5,Jump Game,Medium,https://leetcode.com/problems/jump-game/,,https://www.youtube.com/watch?v=tZAa_jJ3SwQ
Greedy Algorithms,grd-6,Non-overlapping Intervals,Medium,https://leetcode.com/problems/non-overlapping-intervals/,,https://www.youtube.com/watch?v=nONCGxWoUfM
Greedy Algorithms,grd-7,Merge Intervals,Medium,https://leetcode.com/problems/merge-intervals/,,https://www.youtube.com/watch?v=44H3cEC2fFM
Greedy Algorithms,grd-8,Insert Interval,Medium,https://leetcode.com/problems/insert-interval/,,https://www.youtube.com/watch?v=A8NUOmlR6PQ
Greedy Algorithms,grd-9,Minimum Number of Arrows to Burst Balloons,Medium,https://leetcode.com/problems/minimum-number-of-arrows-to-burst-balloons/,,https://www.youtube.com/watch?v=lPmkKnvNPrw
Greedy Algorithms,grd-10,Partition Labels,Medium,https://leetcode.com/problems/partition-labels/,,https://www.youtube.com/watch?v=B7m8UmZE-vw
Greedy Algorithms,arr-26,Gas Station,Medium,https://leetcode.com/problems/gas-station/,,https://www.youtube.com/watch?v=lJwbPZGo05A
Greedy Algorithms,grd-12,Hand of Straights,Medium,https://leetcode.com/problems/hand-of-straights/,,https://www.youtube.com/watch?v=amnrMCVd2YI
Greedy Algorithms,grd-13,Job Sequencing Problem,Medium,,https://www.geeksforgeeks.org/problems/job-sequencing-problem-1587115620/1,https://www.youtube.com/watch?v=LjPx4wQaRIs
Greedy Algorithms,grd-14,Minimum Platforms,Medium,,https://www.geeksforgeeks.org/problems/minimum-platforms-1587115620/1,https://www.youtube.com/watch?v=dxVcMDI7vyI
Greedy Algorithms,grd-15,Activity Selection / N Meetings in One Room,Medium,,https://www.geeksforgeeks.org/problems/n-meetings-in-one-room-1587115620/1,https://www.youtube.com/watch?v=II6ziNnub1Q
Greedy Algorithms,grd-16,Maximum Length of Pair Chain,Medium,https://leetcode.com/problems/maximum-length-of-pair-chain/,,https://www.youtube.com/watch?v=K4LAB1Bxmvo
Greedy Algorithms,grd-17,Valid Parenthesis String,Medium,https://leetcode.com/problems/valid-parenthesis-string/,,https://www.youtube.com/watch?v=QhPdNS143Qg
Greedy Algorithms,grd-18,Longest Happy String,Medium,https://leetcode.com/problems/longest-happy-string/,,https://www.youtube.com/watch?v=8u-H6O_XQKE
Greedy Algorithms,grd-19,Queue Reconstruction by Height,Medium,https://leetcode.com/problems/queue-reconstruction-by-height/,,https://www.youtube.com/watch?v=khddrw6Bfyw
Greedy Algorithms,grd-20,Remove Duplicate Letters,Medium,https://leetcode.com/problems/remove-duplicate-letters/,,https://www.youtube.com/watch?v=zhU7JhNRLEk
Greedy Algorithms,grd-21,Fractional Knapsack,Medium,,https://www.geeksforgeeks.org/problems/fractional-knapsack-1587115620/1,https://www.youtube.com/watch?v=F_DDzYnxO14
Greedy Algorithms,grd-22,Huffman Encoding,Medium,,https://www.geeksforgeeks.org/problems/huffman-encoding3345/1,https://www.youtube.com/watch?v=HZKUhnNYxms
Greedy Algorithms,grd-23,Wiggle Subsequence,Medium,https://leetcode.com/problems/wiggle-subsequence/,,https://youtube.com/playlist?list=PLgUwDviBIf0rF1w2Koyh78zafB0cz7tea
Greedy Algorithms,grd-24,IPO,Hard,https://leetcode.com/problems/ipo/,,https://www.youtube.com/watch?v=1IUzNJ6TPEM
Greedy Algorithms,heap-18,Minimum Cost to Hire K Workers,Hard,https://leetcode.com/problems/minimum-cost-to-hire-k-workers/,,https://www.youtube.com/watch?v=o2Tgkkjfmag
Dynamic Programming,dp-1,Introduction to DP (Fibonacci),Easy,,https://practice.geeksforgeeks.org/problems/introduction-to-dp/1,
Dynamic Programming,rec-2,Climbing Stairs,Easy,https://leetcode.com/problems/climbing-stairs/,,
Dynamic Programming,dp-3,Frog Jump (Geek Jump),Easy,,https://practice.geeksforgeeks.org/problems/geek-jump/1,
Dynamic Programming,dp-4,House Robber,Medium,https://leetcode.com/problems/house-robber/,,
Dynamic Programming,dp-5,House Robber II (circular),Medium,https://leetcode.com/problems/house-robber-ii/,,
Dynamic Programming,dp-6,Maximum Subarray (Kadane's),Medium,https://leetcode.com/problems/maximum-subarray/,,
Dynamic Programming,arr-22,Maximum Product Subarray,Medium,https://leetcode.com/problems/maximum-product-subarray/,,
Dynamic Programming,dp-8,Decode Ways,Medium,https://leetcode.com/problems/decode-ways/,,
Dynamic Programming,dp-9,Word Break,Medium,https://leetcode.com/problems/word-break/,,
Dynamic Programming,grd-5,Jump Game,Medium,https://leetcode.com/problems/jump-game/,,
Dynamic Programming,dp-11,Jump Game II,Medium,https://leetcode.com/problems/jump-game-ii/,,
Dynamic Programming,dp-12,Unique Paths,Medium,https://leetcode.com/problems/unique-paths/,,
Dynamic Programming,dp-13,Unique Paths II (with obstacles),Medium,,https://practice.geeksforgeeks.org/problems/grid-path-2/1,
Dynamic Programming,dp-14,Minimum Path Sum,Medium,https://leetcode.com/problems/minimum-path-sum/,,
Dynamic Programming,dp-15,Minimum Falling Path Sum,Medium,https://leetcode.com/problems/minimum-falling-path-sum/,,
Dynamic Programming,dp-16,Triangle,Medium,https://leetcode.com/problems/triangle/,,
Dynamic Programming,dp-17,Chocolates Pickup (3D DP),Hard,,https://practice.geeksforgeeks.org/problems/chocolates-pickup/1,
Dynamic Programming,dp-18,Subset Sum Problem,Medium,,https://practice.geeksforgeeks.org/problems/subset-sum-problem-1611555638/1,
Dynamic Programming,rec-12,Partition Equal Subset Sum,Medium,https://leetcode.com/problems/partition-equal-subset-sum/,,
Dynamic Programming,dp-20,0-1 Knapsack,Medium,,https://practice.geeksforgeeks.org/problems/0-1-knapsack-problem0945/1,
Dynamic Programming,dp-21,Coin Change (min coins),Medium,https://leetcode.com/problems/coin-change/,,
Dynamic Programming,dp-22,Coin Change II (count ways),Medium,https://leetcode.com/problems/coin-change-ii/,,
Dynamic Programming,rec-11,Target Sum,Medium,https://leetcode.com/problems/target-sum/,,
Dynamic Programming,dp-24,Rod Cutting (unbounded knapsack),Medium,,https://practice.geeksforgeeks.org/problems/rod-cutting0840/1,
Dynamic Programming,dp-25,Longest Common Subsequence,Medium,https://leetcode.com/problems/longest-common-subsequence/,,
Dynamic Programming,dp-26,Longest Common Substring,Medium,,https://practice.geeksforgeeks.org/problems/longest-common-substring1452/1,
Dynamic Programming,dp-27,Longest Palindromic Subsequence,Medium,https://leetcode.com/problems/longest-palindromic-subsequence/,,
Dynamic Programming,dp-28,Min Insertions to Make String Palindrome,Hard,https://leetcode.com/problems/minimum-insertion-steps-to-make-a-string-palindrome/,,
Dynamic Programming,dp-29,Edit Distance,Medium,https://leetcode.com/problems/edit-distance/,,
Dynamic Programming,dp-30,Shortest Common Supersequence,Hard,https://leetcode.com/problems/shortest-common-supersequence/,,
Dynamic Programming,str-10,Longest Palindromic Substring,Medium,https://leetcode.com/problems/longest-palindromic-substring/,,
Dynamic Programming,dp-32,Distinct Subsequences,Hard,https://leetcode.com/problems/distinct-subsequences/,,
Dynamic Programming,str-18,Wildcard Matching,Hard,https://leetcode.com/problems/wildcard-matching/,,
Dynamic Programming,arr-21,Best Time to Buy and Sell Stock,Easy,https://leetcode.com/problems/best-time-to-buy-and-sell-stock/,,
Dynamic Programming,dp-35,Best Time to Buy and Sell Stock II,Medium,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-ii/,,
Dynamic Programming,dp-36,Best Time to Buy and Sell Stock III,Hard,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iii/,,
Dynamic Programming,dp-37,Best Time to Buy and Sell Stock with Cooldown,Medium,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-cooldown/,,
Dynamic Programming,dp-38,Longest Increasing Subsequence,Medium,https://leetcode.com/problems/longest-increasing-subsequence/,,
Dynamic Programming,dp-39,Longest String Chain,Medium,https://leetcode.com/problems/longest-string-chain/,,
Dynamic Programming,dp-40,Russian Doll Envelopes,Hard,https://leetcode.com/problems/russian-doll-envelopes/,,
Dynamic Programming,dp-41,Matrix Chain Multiplication,Hard,,https://practice.geeksforgeeks.org/problems/matrix-chain-multiplication0303/1,
Dynamic Programming,dp-42,Minimum Cost to Cut a Stick,Hard,https://leetcode.com/problems/minimum-cost-to-cut-a-stick/,,
Dynamic Programming,dp-43,Palindrome Partitioning II,Hard,https://leetcode.com/problems/palindrome-partitioning-ii/,,
Dynamic Programming,dp-44,Parsing A Boolean Expression,Hard,https://leetcode.com/problems/parsing-a-boolean-expression/,,
Dynamic Programming,dp-45,Partition Array for Maximum Sum,Medium,https://leetcode.com/problems/partition-array-for-maximum-sum/,,
Dynamic Programming,dp-46,Burst Balloons,Hard,https://leetcode.com/problems/burst-balloons/,,
Dynamic Programming,dp-47,Egg Dropping Puzzle,Hard,,https://www.geeksforgeeks.org/egg-dropping-puzzle-dp-11/,
Dynamic Programming,dp-48,Maximal Square,Medium,https://leetcode.com/problems/maximal-square/,,
Dynamic Programming,stk-13,Maximal Rectangle,Hard,https://leetcode.com/problems/maximal-rectangle/,,
Dynamic Programming,dp-50,House Robber III (tree DP),Medium,https://leetcode.com/problems/house-robber-iii/,,
Graphs,gph-1,BFS,Easy,,https://www.geeksforgeeks.org/problems/bfs-traversal-of-graph/1,https://youtu.be/pcKY4hjDrxk?si=JZJ0KDI9OKcjsG5T
Graphs,gph-2,DFS,Easy,,https://www.geeksforgeeks.org/problems/depth-first-traversal-for-a-graph/1,https://youtu.be/pcKY4hjDrxk?si=JZJ0KDI9OKcjsG5T
Graphs,gph-3,Create Adjacency List,Easy,,https://www.geeksforgeeks.org/problems/print-adjacency-list-1587115620/1,https://youtu.be/5hPfm_uqXmw?si=zeDdJcrrgVdWyqlf
Graphs,gph-4,Number of Connected Components (Provinces),Easy,,https://www.geeksforgeeks.org/problems/number-of-provinces/1,https://youtu.be/8f1XPm4WOUc?si=2XQmkzQFGpbHFPmQ
Graphs,gph-5,Island Perimeter,Easy,https://leetcode.com/problems/island-perimeter/description,,https://youtu.be/fISIuAFRM2s?si=yQAYT_fXgFC-G9xo
Graphs,gph-6,Is Graph Bipartite?,Medium,https://leetcode.com/problems/is-graph-bipartite/description/,,https://youtu.be/-vu34sct1g8?si=Y7UbBYh_WprJKdWo
Graphs,gph-7,Surrounded Regions,Medium,https://leetcode.com/problems/surrounded-regions/description,,https://youtu.be/BtdgAys4yMk?si=M1GcK_IwmCqlgSfF
Graphs,rec-15,Word Search,Medium,https://leetcode.com/problems/word-search/description,,https://youtu.be/pfiQ_PS1g8E?si=wTbcJ1A54uhR1Y0W
Graphs,gph-9,Number of Islands,Medium,https://leetcode.com/problems/number-of-islands/description,,https://youtu.be/muncqlKJrH0?si=7hMHCbN9AEML9h7K
Graphs,gph-10,Detect Cycles in 2D Grid,Medium,https://leetcode.com/problems/detect-cycles-in-2d-grid/description/,,https://youtu.be/9twcmtQj4DU?si=sjGGtnudNiVDWc2S
Graphs,gph-11,Course Schedule,Medium,https://leetcode.com/problems/course-schedule/description,,https://youtu.be/EgI5nU9etnU?si=MuBlBEznj92UGDIS
Graphs,gph-12,Course Schedule II,Medium,https://leetcode.com/problems/course-schedule-ii/description,,https://youtu.be/Akt3glAwyfY?si=OE6v_ybU6p9R0HyT
Graphs,gph-13,Minesweeper,Medium,https://leetcode.com/problems/minesweeper/description,,https://youtu.be/zPmuqLKPbE8?si=296YNpkfkQ0K-uDZ
Graphs,gph-14,01 Matrix,Medium,https://leetcode.com/problems/01-matrix/description,,https://youtu.be/edXdVwkYHF8?si=szlH7nCoYwHdQ0O9
Graphs,gph-15,Minimum Height Trees,Medium,https://leetcode.com/problems/minimum-height-trees/description,,https://youtu.be/ivl6BHJVcB0?si=RH9illRQdFqjQIW4
Graphs,gph-16,Topological Sort,Medium,,https://www.geeksforgeeks.org/problems/topological-sort/1,https://youtu.be/73sneFXuTEg?si=v3GDq-_SAov5jTDk
Graphs,gph-17,Number of Ways to Arrive at Destination,Medium,https://leetcode.com/problems/number-of-ways-to-arrive-at-destination/description/,,https://youtu.be/_-0mx0SmYxA?si=rf4pf_Ss7m2HeVjD
Graphs,gph-18,Prim's Minimum Spanning Tree,Medium,,https://www.geeksforgeeks.org/problems/minimum-spanning-tree/1,https://youtu.be/4ZlRH0eK-qQ?si=r6o8sZ06V0PqFOCN
Graphs,gph-19,Disjoint Set Union,Medium,,https://www.geeksforgeeks.org/problems/minimum-spanning-tree/1,https://youtu.be/aBxjDBC4M1U?si=UJ3ztvankqrZW1-7
Graphs,gph-20,Kruskal's Minimum Spanning Tree,Medium,,https://www.geeksforgeeks.org/problems/minimum-spanning-tree/1,https://youtu.be/4ZlRH0eK-qQ?si=r6o8sZ06V0PqFOCN
Graphs,gph-21,Dijkstra's Algorithm,Medium,,https://www.geeksforgeeks.org/problems/implementing-dijkstra-set-1-adjacency-matrix/1,https://youtu.be/XB4MIexjvY0?si=49SHAev2fsjZ-3zy
Graphs,gph-22,Longest Increasing Path in a Matrix,Hard,https://leetcode.com/problems/longest-increasing-path-in-a-matrix/description,,https://youtu.be/wCc_nd-GiEc?si=HQVqhX2Ce8ogT3q_
Graphs,gph-23,Bellman-Ford,Hard,,https://www.geeksforgeeks.org/problems/distance-from-the-source-bellman-ford-algorithm/1,https://youtu.be/0vVofAhAYjc?si=ASEyYZLtdNMko2CX
Graphs,gph-24,Cheapest Flights Within K Stops,Hard,https://leetcode.com/problems/cheapest-flights-within-k-stops/description/,,https://youtu.be/vWgoPTvQ3Rw?si=Ee54AbjUMXFuCljT
Graphs,gph-25,Floyd-Warshall,Hard,,https://www.geeksforgeeks.org/problems/implementing-floyd-warshall2042/1,https://youtu.be/YbY8cVwWAvw?si=3AfWglH1GFVZNDMC
Searching,srch-1,Binary Search,Easy,https://leetcode.com/problems/binary-search/description/,,https://youtu.be/MFhxShGxHWc?si=vNMyH_8rY20KkZ74
Searching,srch-2,Square Root (Sqrt(x)),Easy,https://leetcode.com/problems/sqrtx/description,,https://youtu.be/zdMhGxRWutQ?si=9idCPq_XIVbZ76l7
Searching,srch-3,Search in Rotated Sorted Array,Medium,https://leetcode.com/problems/search-in-rotated-sorted-array/description,,https://youtu.be/5qGrJbHhqFs?si=d9zX7f1BY_t4MLw9
Searching,srch-4,Search in Rotated Sorted Array II,Medium,https://leetcode.com/problems/search-in-rotated-sorted-array-ii/description,,https://youtu.be/w2G2W8l__pc?si=vsZJE3jqwiW-OqIw
Searching,srch-5,Search a 2D Matrix,Medium,https://leetcode.com/problems/search-a-2d-matrix/description/,,https://youtu.be/JXU4Akft7yk?si=xA07wuNuRTmZAgFT
Searching,srch-6,Search a 2D Matrix II,Medium,https://leetcode.com/problems/search-a-2d-matrix-ii/description,,https://youtu.be/9ZbB397jU4k?si=eG_CZQqXhjOj33Qh
Searching,srch-7,Find Minimum in Rotated Sorted Array,Medium,https://leetcode.com/problems/find-minimum-in-rotated-sorted-array/description,,https://youtu.be/nhEMDKMB44g?si=aDHN-tI4sHgTZ4E1
Searching,srch-8,Kth Smallest Element in a Sorted Matrix,Medium,https://leetcode.com/problems/kth-smallest-element-in-a-sorted-matrix/description,,https://youtu.be/16YmDvztm8I?si=my6RgbHc3rv5agH0
Searching,srch-9,Aggressive Cows,Medium,,https://www.geeksforgeeks.org/problems/aggressive-cows/1,https://youtu.be/WMtvM9BrrM0?si=VtuZPgdrMcjyoDrq
Searching,srch-10,Find Minimum in Rotated Sorted Array II,Hard,https://leetcode.com/problems/find-minimum-in-rotated-sorted-array-ii/description,,https://youtu.be/w2G2W8l__pc?si=mhoBVbtU6hfVWdAY
Searching,srch-11,Median of Two Sorted Arrays,Hard,https://leetcode.com/problems/median-of-two-sorted-arrays/description,,https://youtu.be/F9c7LpRZWVQ?si=OSKWB25BV3AlEQ4T
Sorting,sort-1,Quick Sort,Easy,,https://www.geeksforgeeks.org/problems/quick-sort/1,https://youtu.be/7h1s2SojIRw?si=4aJ0MmnbxPEQRtSd
Sorting,sort-2,Merge Sort,Easy,,https://www.geeksforgeeks.org/problems/merge-sort/1,https://youtu.be/4VqmGXwpLqc?si=MRqI9-1t3O_mcY0B
Sorting,sort-3,Bubble Sort,Easy,,https://www.geeksforgeeks.org/problems/bubble-sort/1,https://youtu.be/xli_FI7CuzA?si=oh8_LyL6ZFJ_5uF6
Sorting,sort-4,Insertion Sort,Easy,,https://www.geeksforgeeks.org/problems/insertion-sort/1,https://youtu.be/JU767SDMDvA?si=nzOld8-2URgQAJq0
Sorting,sort-5,Selection Sort,Easy,,https://www.geeksforgeeks.org/problems/selection-sort/1,https://youtu.be/9oWd4VJOwr0?si=zmKvTFPhiXwiL1jR
Sorting,sort-6,Sort an Array,Easy,https://leetcode.com/problems/sort-an-array/description/,,https://youtu.be/4VqmGXwpLqc?si=MRqI9-1t3O_mcY0B
Sorting,sort-7,Sort Array by Parity,Easy,https://leetcode.com/problems/sort-array-by-parity/description,,https://youtu.be/QC4c9fyr8As?si=l7jCOWy1PuJQtL3p
Sorting,sort-8,Sort Integers by Number of 1 Bits,Easy,https://leetcode.com/problems/sort-integers-by-the-number-of-1-bits/description/,,https://youtu.be/mzw8UjjQRyA?si=LVMWKm-JCOv4evBT
Sorting,sort-9,Count 1's in a Sorted Binary Array,Easy,,https://www.geeksforgeeks.org/dsa/count-1s-sorted-binary-array/,https://youtu.be/EoO9c9UOyww?si=98BOvEigpN_CQnPg
Sorting,arr-12,Check if Array is Sorted and Rotated,Easy,https://leetcode.com/problems/check-if-array-is-sorted-and-rotated/description/,,https://youtu.be/Vzs_vlCIFEw?si=U76rblXEocyxcrAH
Sorting,sort-11,Sort Array by Increasing Frequency,Easy,https://leetcode.com/problems/sort-array-by-increasing-frequency/description/,,https://youtu.be/Evq1SfUbhBg?si=bJFbSkOsbvH4mrWw
Sorting,arr-17,Sort Colors,Medium,https://leetcode.com/problems/sort-colors/description/,,https://youtu.be/4xbWSRZHqac?si=YG68MRmemVdzCEj2
Sorting,ll-12,Sort List,Medium,https://leetcode.com/problems/sort-list/description,,https://youtu.be/TGveA1oFhrc?si=dHw-pu9htPYSU4Br
Sorting,heap-7,Sort Characters by Frequency,Medium,https://leetcode.com/problems/sort-characters-by-frequency/description,,https://youtu.be/OXdXc9HTrIg?si=188Te8vDyFRWcoaw
Sorting,sort-15,Insertion Sort List,Medium,https://leetcode.com/problems/insertion-sort-list,,https://youtu.be/Kk6mXAzqX3Y?si=tUWRm9HP7LquInQ2
Sorting,sort-16,Heap Sort,Medium,,https://www.geeksforgeeks.org/problems/heap-sort/1,https://youtu.be/2DmK_H7IdTo?si=yJsXdCM7YM_IC9F3
Sorting,sort-17,Counting Sort,Medium,,https://www.geeksforgeeks.org/dsa/counting-sort/,https://youtu.be/OKd534EWcdk?si=dYEAStX_7FCAlW7e
Sorting,sort-18,Sort Array By Parity II,Medium,https://leetcode.com/problems/sort-array-by-parity-ii/description/,,https://youtu.be/pHRFRZGbK5s?si=_D8LitDT5PQMucJi
Sorting,sort-19,Sort an Array of Roman Numerals,Medium,,https://www.geeksforgeeks.org/dsa/sort-an-array-of-roman-numerals-in-ascending-order/,
Sorting,sort-20,Radix Sort,Medium,,https://www.geeksforgeeks.org/problems/radix-sort/1,https://youtu.be/M2cCN7Gzl9U?si=vD37xP4okdKSTyEq
Sorting,sort-21,Count Sorted Rows,Medium,,https://www.geeksforgeeks.org/problems/count-sorted-rows2702/1,
